course_id,sec_id,year,semester,instructor_id,building,room_number,time_slot_id
MUSC 2283,3,1999,Spring,12697,Brody,390,12:00
LIBS 1868,2,1977,spring,3813,Brody,380,
PATH 1577,1,1967,SPRING,9318,Austin,383,16:00
RUSS 1097,3,1999,summer,7816,Health Sciences,361,
GRBK 2135,1,1959,Summer,2737,Speight,310,16:30
BIOL 3425,3,2009,Spring,6421,Brewster,340,10:30
CLAS 4750,3,2004,SPRING,2414,Slay,140,11:30
HIST 3937,3,1972,FALL,7698,Brody,111,19:00
HIED 1825,3,1978,Summer I,15797,Bate,377,16:30
ECON 4689,3,2014,SPRING,9196,Speight,324,15:00
RUSS 3873,1,1997,summer i,4839,Howell,121,15:00
INTL 2547,2,2018,Spring,15457,Brody,387,12:00
IDSN 4671,1,1970,SUMMER,11813,Speight,307,18:30
ICTN 3421,2,2012,fall,5077,Brody,123,12:30
PLAN 1798,1,1996,FALL,4929,Health Sciences,223,14:30
CHEM 4412,3,1984,Summer II,11408,Speight,215,15:00
MIDG 3279,2,1989,SUMMER II,15706,Health Sciences,173,17:30
LEED 1655,1,1991,fall,11498,Brody,102,17:30
EHST 1876,1,1982,Summer I,13233,Rivers,359,8:00
GLST 2368,3,1976,SUMMER,6991,Slay,307,11:30
EHST 3560,3,2017,SUMMER II,12895,Brody,152,17:00
GERM 3777,2,2020,spring,10704,Health Sciences,328,18:30
BISC 4138,3,1996,SUMMER II,5150,Slay,308,18:00
RELI 3143,3,2004,SUMMER,7510,Brody,165,18:00
SAFT 4380,1,1973,spring,8908,Brewster,215,11:00
HPRO 3575,2,1978,fall,6609,Bate,381,9:00
BIOC 1796,2,1975,SUMMER,11641,Rivers,258,18:00
BIOS 1184,2,1997,Summer I,15674,Flanagan,354,14:00
OCCT 1466,3,1979,summer,7540,Health Sciences,222,12:00
CHEM 4047,1,2006,summer i,1281,Bate,177,11:00
HIED 2874,2,1990,Summer,15899,Slay,346,19:00
MRST 4597,2,1962,Fall,10583,Health Sciences,396,17:00
BMSC 3426,2,1987,summer i,4507,Health Sciences,106,
HMGT 3742,2,2011,SUMMER,15381,Health Sciences,396,15:00
RCSC 2651,3,1970,SPRING,2968,Science and Techonology,271,8:30
EENG 2859,3,1998,Spring,15163,Health Sciences,282,16:30
LIBS 3479,3,2010,Summer I,10950,Science and Technology,216,17:00
ANTH 2315,3,2008,SUMMER I,4332,Flanagan,251,16:00
HIST 4279,2,1959,summer i,11013,Rivers,141,14:30
BITE 1041,2,1959,Fall,14312,Flanagan,229,16:00
COAS 1162,1,1965,SUMMER I,10259,Brody,305,14:30
HDFS 3166,3,2014,summer,1547,Bate,367,17:30
ETHN 4241,3,1986,SUMMER,13781,Brody,156,14:00
OCCT 1314,3,1991,Spring,3963,Rivers,105,19:00
ONCO 3860,2,1989,Summer I,15000,Brewster,138,8:00
GEOG 4001,1,1999,Spring,10597,Flanagan,234,13:00
HMGT 4620,1,1999,Fall,6051,Brody,101,18:30
HMGT 2543,1,1978,SUMMER,8867,Brody,163,12:00
ATEP 3950,1,2011,FALL,7580,Brody,153,18:30
ATEP 4510,3,2011,summer i,12049,Speight,217,12:30
HNRS 1037,3,1978,SUMMER I,3497,Austin,138,19:30
HPRO 3083,1,2000,SUMMER II,9532,Bate,320,12:30
MPH 2419,1,2008,Fall,1187,Health Sciences,268,15:00
COMM 3002,2,2005,Summer I,13753,Brewster,323,18:00
ADRE 1447,1,1999,Spring,5947,Slay,389,14:00
SUTO 1472,1,1973,SUMMER I,8214,Brody,272,19:30
RCSC 2223,1,1960,SUMMER,5156,Slay,397,19:00
BIME 2301,2,1995,Summer II,12723,Brewster,238,8:00
MIDG 1428,3,2015,SUMMER I,7778,Rivers,101,16:00
NURS 1124,3,1972,Spring,14446,Rivers,220,19:30
DNCE 1577,1,1964,summer i,7715,Slay,236,9:00
GERM 4399,2,2004,SUMMER I,3751,Bate,109,8:30
GENS 4518,1,1992,Summer II,6966,Brody,263,11:30
COAS 4069,3,1968,Spring,3346,Brody,253,10:00
ICTN 3639,3,1962,Summer,13741,Howell,198,17:00
JAPN 2250,3,1961,SPRING,11530,Speight,239,9:00
KINE 3648,1,1971,summer i,3313,Brody,137,11:30
MIDG 3143,2,1994,FALL,1591,Speight,237,13:00
ARTH 2051,3,2018,FALL,4979,Rivers,128,13:30
MENG 3746,2,1978,summer i,1053,Flanagan,267,8:30
MENG 3845,3,2011,FALL,4429,Science and Techonology,109,9:30
ANTH 3182,2,1998,summer i,14425,Speight,152,19:00
MATE 4886,2,1975,summer ii,15226,Slay,364,13:00
COAS 2962,2,2017,Fall,4074,Graham,312,14:30
TESL 4326,1,1991,FALL,7222,Rivers,358,9:00
ADED 1365,1,1960,FALL,1660,Rivers,103,9:30
ISE 1099,3,1964,SUMMER,3092,Graham,293,8:00
THEA 2004,2,1987,SPRING,8267,Brody,399,10:00
DASC 4459,1,1981,summer ii,1288,Howell,177,
PHAR 4606,2,2013,Summer II,1874,Bate,284,16:30
DESN 1203,2,2002,Summer II,14542,Slay,122,12:00
ASLS 1023,2,2012,FALL,1220,Brody,379,9:30
HIST 3999,2,2015,SUMMER,11887,Health Sciences,370,13:00
MPH 3814,2,1982,summer i,2874,Health Sciences,200,14:30
GRAD 3679,1,1975,SPRING,14213,Rivers,296,9:30
PATH 4256,1,2012,fall,4502,Speight,280,8:30
ASLS 3100,2,2007,Fall,6749,Brody,200,14:30
CHIN 3834,2,1970,spring,15035,Flanagan,394,9:30
BISC 2272,1,1971,summer ii,10320,Speight,167,10:30
ONCO 2128,3,1986,SUMMER II,11661,Brody,320,17:00
SUTO 4676,3,2021,Spring,10478,Flanagan,352,16:30
RUSI 4412,3,1959,SPRING,5781,Brody,154,16:30
ENGR 2393,3,1969,summer ii,7818,Brody,135,18:00
RUSS 2231,2,1977,SPRING,4563,Brody,367,13:00
GRAD 3485,1,1977,SUMMER II,15537,Brewster,104,12:30
ITAL 4234,1,2013,summer,8459,,367,9:30
NEUR 4787,3,1975,Summer II,3425,Brody,327,17:30
COMM 4558,3,2007,SUMMER,6299,Science and Technology,242,12:30
ITEC 1539,2,2002,SUMMER,6016,Science and Techonology,152,15:00
LATN 1180,2,1982,SPRING,15293,Brewster,180,19:30
MLSC 2463,1,1989,spring,11932,Flanagan,198,11:00
IDSN 1829,3,2019,Summer II,1659,Science and Technology,169,17:00
LDSP 1660,1,1983,SUMMER,11178,Bate,124,11:30
SUTO 4676,1,1963,Spring,10298,Bate,334,15:30
CSDI 3697,3,2011,SUMMER II,6371,Brewster,289,17:30
FILM 4546,2,1999,fall,12349,Ragsdale Hall,185,18:30
TESL 4051,1,1974,SUMMER I,4916,Brody,176,18:00
HIED 1730,1,1969,Fall,6747,Brody,134,17:30
FINA 1688,1,2015,Summer II,13569,Rivers,286,17:00
SUTO 1801,3,2002,Fall,13509,Health Sciences,115,10:00
BIOC 1490,3,1978,summer ii,3097,Brody,366,16:00
CHEM 4806,2,1991,Fall,12720,Rivers,241,9:30
GRK 3263,2,1960,fall,14250,Slay,348,11:00
FACS 3178,3,1991,Summer II,7599,Brody,214,17:00
MATH 4235,1,1993,FALL,11714,Brody,275,15:30
ENTR 1429,1,1974,summer ii,8599,Brody,385,16:30
FINA 4211,1,2021,Summer I,5029,Flanagan,246,14:30
NEUR 4219,3,1970,SUMMER I,8744,Brody,387,12:00
HLTH 4290,2,2007,summer i,7971,Bate,227,14:30
PUBH 1957,2,2005,SUMMER,5546,Speight,143,19:00
LIBS 3650,3,2010,SUMMER II,13991,Brody,151,10:30
MLSC 1005,1,1988,summer ii,5289,Bate,219,12:00
PSYC 2352,1,2017,FALL,9499,Slay,323,10:30
JUST 1017,2,1968,Fall,10600,Health Sciences,116,18:00
ETHN 1243,2,2012,summer,15940,Health Sciences,197,18:30
MUSC 1606,3,1981,spring,12579,Science and Technology,289,14:30
ITEC 1909,1,1959,summer ii,2381,Flanagan,145,16:00
RCTX 4221,2,1972,fall,3126,Rivers,249,17:00
ECON 3019,1,2014,Fall,9088,Brody,215,19:30
ETHN 2396,3,1986,Summer,1231,Brody,102,13:00
RUSI 3154,3,1992,summer ii,5419,Rivers,208,14:00
SUTO 1974,1,1999,summer,12425,Health Sciences,113,11:30
MLSC 1760,1,1984,SUMMER II,11573,Brody,267,16:00
NURS 3484,3,1994,summer i,14563,Brody,164,8:00
GIFT 1243,2,1971,Summer I,11273,Brody,257,
PTHE 1926,1,1975,Spring,1371,Brody,289,15:30
PHAR 2270,3,1990,Summer I,13937,,112,8:30
ARTH 3260,2,2009,SUMMER I,14884,,223,9:30
MKTG 4560,2,1994,summer ii,3535,Brody,172,11:30
IRHE 1289,3,2001,summer,12099,Health Sciences,181,16:30
AERO 3734,3,2011,Summer,6354,Health Sciences,110,17:00
ATEP 2137,1,2006,summer,4601,Rivers,400,14:00
LDHE 3070,3,2021,Summer,7320,Brody,115,9:00
ICTN 3110,2,1983,Summer,6701,Bate,216,9:00
PHLY 2610,3,1986,summer i,15968,Slay,304,11:00
MENG 1306,3,2014,SUMMER II,4830,Rivers,319,9:00
NEUR 1568,1,1963,spring,4790,Brody,363,13:00
GERM 1100,2,1970,Summer II,4111,Rivers,121,16:00
BITE 3427,1,2019,Fall,7807,Brewster,207,17:30
DESN 1604,3,2001,SUMMER,7202,Health Sciences,238,16:00
MKTG 1313,3,1961,SUMMER,3552,Brody,187,18:00
SECS 1602,3,1965,summer i,8638,Speight,300,19:30
PTHE 4483,1,1993,SPRING,6468,Slay,317,14:30
ENED 4654,2,1964,Spring,13589,Speight,321,16:00
LING 3588,1,2021,Summer II,1951,Slay,114,12:30
LDHE 1475,2,2010,FALL,11749,Brody,265,13:00
HIMA 4168,3,1967,fall,12264,Ragsdale Hall,258,18:00
OMGT 2365,1,1981,spring,4637,Slay,112,12:00
GLST 2841,2,2001,spring,6331,Flanagan,125,11:00
UNIV 2639,1,1978,summer i,11173,Science and Techonology,148,11:30
FILM 4333,2,2010,Fall,4213,Bate,234,15:00
HIMA 4042,2,1985,Fall,15330,Ragsdale Hall,224,16:00
ASLS 2918,2,2013,summer ii,12690,Brody,282,10:30
EENG 1335,1,2004,SPRING,3676,Speight,109,8:30
ADRE 1277,3,1993,Fall,1085,Science and Technology,400,8:30
HSMA 3078,2,2006,Summer I,12998,Science and Techonology,139,16:30
FREN 3597,3,1983,spring,12326,Flanagan,360,10:30
DESN 2574,1,1967,Summer,1174,Brody,400,18:30
ECON 1328,2,2012,SUMMER,4698,Brody,152,19:00
ADED 3769,2,1960,Spring,1425,Slay,288,9:00
PSYC 3045,1,2005,SUMMER,7052,Slay,172,18:30
EENG 3925,2,1974,Spring,6763,Bate,177,17:30
ENTR 4418,1,1980,Spring,14242,,140,19:30
BUSI 2107,1,2020,Summer,5039,Science and Technology,234,9:00
NCST 4407,2,2010,SUMMER,15539,Brewster,117,9:00
HIST 3550,3,1999,Fall,9787,Flanagan,105,11:30
ENTR 3747,3,1975,Summer I,9274,Rivers,324,17:00
ANAT 3976,1,1994,summer i,6520,Howell,375,11:30
COAD 1789,3,2005,FALL,1404,Health Sciences,137,11:30
LDSP 4900,2,2020,summer ii,6471,,214,13:30
ASLS 2453,2,1962,spring,1750,Brody,131,16:00
FLGC 4065,3,2011,SUMMER,1891,Brody,393,10:00
HIST 3760,3,2000,Summer I,5227,Brody,217,12:00
BIOL 1362,3,1992,Spring,1198,Brody,280,8:00
ASLS 2453,1,1962,SUMMER I,7000,Science and Techonology,312,8:30
ICTN 1690,3,1987,Summer II,7608,Brewster,279,19:00
PSYC 2205,3,1992,spring,6255,Slay,362,15:30
CMED 2844,1,1960,SUMMER,2424,Brody,298,14:00
OCCT 1070,1,1983,Spring,6182,Speight,163,19:30
MGMT 1858,3,1963,SUMMER,1596,Speight,354,
PATH 2398,1,1995,Summer I,2122,Howell,227,17:00
HLTH 1608,1,2012,SUMMER I,13852,Rivers,375,15:00
HPRO 3532,3,1983,Summer II,7083,Speight,208,11:30
NCST 1658,3,1966,Fall,7837,Flanagan,271,14:00
COHE 2613,2,1964,spring,5264,Brody,394,11:30
ART 3225,3,2011,Summer II,1021,Rawl,138,14:00
PHYS 2689,2,2004,summer i,13422,Brewster,268,19:00
COMM 3750,1,1971,SUMMER,6433,Health Sciences,147,13:00
GERM 4590,3,1973,Fall,15385,Brewster,340,14:30
KINE 4050,1,1986,Summer I,12972,Brody,354,16:00
RONC 4215,3,1982,SUMMER II,14618,Slay,210,14:00
CLAS 3960,2,1970,summer,14007,Brody,109,14:00
COAD 2539,3,1959,Summer II,8334,Ragsdale Hall,254,12:00
FINA 3644,2,1979,SUMMER II,14817,Speight,324,16:30
SENG 1208,3,2002,summer ii,13922,Bate,168,18:30
MENG 3660,1,1988,fall,4409,Graham,136,15:30
CHIN 3834,1,1999,FALL,15971,Health Sciences,100,16:00
MCBI 1088,2,1983,Summer II,14901,Science and Technology,318,10:00
LDHE 4098,1,2016,Summer I,11333,Rivers,361,17:30
MLSC 3719,1,2010,Summer,14576,Bate,134,16:00
FILM 2922,1,1998,SUMMER,8313,Howell,213,9:00
GENS 4518,1,2000,Summer,4143,Science and Technology,184,19:30
PSYC 3310,3,1981,Summer II,2730,Brewster,111,11:00
HUMS 2548,2,2016,summer,15783,Brewster,396,15:30
MULT 1545,1,1978,summer i,2378,Brody,192,12:00
ADRE 2240,1,2017,summer,3394,Rivers,380,9:00
GRK 4393,1,1959,SUMMER,14515,Rivers,225,17:30
EENG 4436,2,1979,summer ii,8628,Howell,335,13:30
OCCT 2400,1,2019,fall,10101,Science and Technology,180,15:30
ONCO 1553,3,1983,SPRING,11538,Brody,259,8:30
ATMO 2414,1,2011,FALL,10249,Brody,133,17:30
ADRE 1963,2,2019,Spring,1056,Rivers,212,10:30
FLGC 3481,2,1980,spring,7612,Brody,119,13:00
IPAM 4234,3,2005,Fall,2673,Rivers,228,10:30
GIFT 2891,1,1980,summer i,3700,,197,18:30
PHLY 4534,1,2010,Fall,10350,Bate,156,17:00
JUST 2078,3,1991,Summer,10557,Brody,177,11:00
BIME 3493,1,2007,SUMMER I,12099,Rivers,171,9:00
ICS 3707,1,2006,Summer,14314,Science and Technology,168,12:00
UNIV 2985,3,1993,spring,9352,Brewster,101,12:00
LING 1055,2,1960,summer ii,12183,Brewster,326,17:30
PHYS 3851,1,1991,Summer,11596,Flanagan,311,16:00
ENGL 3282,3,1973,spring,8584,Health Sciences,136,8:00
LDHE 1604,3,2018,Summer I,7011,,311,9:30
HLTH 2322,3,2008,SPRING,11676,Brody,151,18:00
MULT 1785,1,2012,Fall,14976,Brody,229,15:30
TCHR 3945,2,2007,spring,1057,Flanagan,338,19:30
SENG 2307,2,1995,FALL,7919,Science and Technology,171,13:00
MATH 3266,3,2007,SUMMER I,14026,Slay,277,9:30
ENED 4652,1,1991,spring,8895,Ragsdale Hall,329,15:00
BITE 3708,2,1993,Fall,4470,Brewster,395,18:00
PTHE 3771,1,1984,Summer II,9389,Slay,393,12:30
DNCE 1384,3,1982,Spring,12067,Austin,385,10:00
RELI 4229,2,1971,Summer I,6715,Graham,295,14:00
PUBH 1405,1,1989,Summer II,11417,Rivers,116,9:30
THEA 3177,2,1993,SPRING,4570,Bate,268,16:30
COAD 3673,2,1974,Summer I,5791,Brody,165,11:30
LATN 2434,3,1963,summer ii,9521,Brody,120,
HDFS 2939,2,1989,SUMMER,6214,Flanagan,338,11:00
CSCI 1165,3,1972,SUMMER I,3504,Science and Technology,200,17:00
PHAR 4214,3,1965,Summer I,6980,Brody,347,15:00
GERM 2383,2,1984,Summer I,9975,Rawl,248,15:30
DRED 3051,1,2009,summer i,3784,Rivers,106,13:30
NEUR 4787,1,2002,SUMMER II,2826,Brody,193,8:30
FLGC 4065,3,1963,Summer I,2687,Brewster,384,12:30
IDSN 4113,3,1999,Spring,10277,Slay,150,15:00
HIED 2626,2,1977,SUMMER,11204,Rawl,331,11:00
COHE 1424,2,1985,SUMMER,8132,Brody,204,11:00
RUSS 3183,3,1982,summer ii,12432,Brody,335,8:30
HDFS 3252,2,2003,summer ii,11939,Slay,157,10:00
ART 3735,2,1976,Spring,13754,,199,8:00
WOST 4013,1,2016,SPRING,7809,Science and Techonology,239,11:00
CLSC 2377,1,1964,Summer,15257,Science and Technology,268,19:00
BUSI 3577,1,1989,spring,5870,Brody,130,14:00
ART 2682,1,2006,spring,3773,Howell,343,10:30
DRED 1016,3,1998,Summer I,6444,Brewster,375,19:00
POLS 1937,2,1963,Spring,12161,Brody,369,8:00
MPH 2638,2,1962,Summer II,15170,Brewster,117,18:30
HSMA 2078,2,1966,summer ii,11780,Brody,175,19:00
THEA 4821,1,1986,summer i,14448,Health Sciences,244,15:00
CMED 2507,2,2001,Summer II,13794,Flanagan,293,16:00
HPRO 3577,1,2011,Fall,15217,Austin,144,10:00
SCIE 2403,3,2013,Spring,2307,,253,10:00
GRK 2355,3,2011,FALL,15018,Science and Techonology,259,15:30
ADED 1054,2,1966,Fall,2013,Bate,306,10:30
BMSC 2504,2,1971,summer,4125,Rawl,238,19:30
PHLY 2184,3,1960,Summer II,14066,Speight,349,19:00
SAFT 1856,1,1997,Spring,14372,Speight,396,16:30
CSDI 1404,1,2003,Spring,14313,Bate,132,16:30
NEUR 2599,3,1985,Summer II,7627,Brody,246,18:30
CSDI 1404,3,1979,summer ii,12525,Health Sciences,263,15:30
HUMS 3659,2,1978,SUMMER,2370,Speight,174,11:00
SENG 2336,2,1994,spring,2479,Rivers,282,
HPRO 3577,2,2004,Summer,8080,Bate,152,9:30
OCCT 1870,1,2014,Fall,7324,Rivers,200,11:00
MKTG 2923,3,2007,Fall,11063,Bate,224,14:30
DESN 1604,1,2012,summer ii,8955,Flanagan,287,13:30
MRST 2204,2,2020,SPRING,15072,Health Sciences,211,13:30
IDSN 2111,2,1988,summer i,15404,Brody,247,18:30
IENG 3848,2,2006,SUMMER,5317,Rivers,286,19:00
EHST 3340,2,1979,FALL,13902,Bate,299,10:00
HIST 4780,1,1989,SPRING,13092,Brody,107,14:30
SENG 4855,3,1976,SUMMER,10972,Brewster,203,12:30
PUBH 3558,2,1959,SUMMER,1618,Science and Technology,323,17:30
SAFT 1136,2,1998,SUMMER I,6659,Brody,325,19:00
RCTX 4794,3,1997,SPRING,2110,Brody,302,11:00
IDSN 4386,1,2014,SUMMER II,3961,Rawl,253,11:00
RCSC 2427,1,2006,fall,15065,Brewster,296,19:30
OCCT 3005,3,2008,Summer,14831,Brewster,321,13:00
SOCW 1897,1,1962,SPRING,12827,Health Sciences,312,19:00
GRK 2355,2,2011,Fall,5952,Rivers,108,15:30
INTL 4399,2,1989,Summer,5890,Rivers,253,12:30
CMGT 2860,1,2011,Spring,6219,Brody,221,8:30
PLAN 1798,2,1998,SUMMER II,2017,Brody,154,8:00
ICTN 1877,2,1991,Summer,7037,Health Sciences,397,19:30
GENS 3705,1,2004,Summer,13296,Slay,362,18:00
SCIE 2530,2,1988,Fall,3028,Health Sciences,397,15:30
SOCI 3948,2,1967,Summer II,9653,Bate,268,18:00
PUBH 3186,2,2015,SUMMER,1769,Speight,222,17:30
GLST 1032,2,2001,SUMMER,1733,Brody,301,16:30
CMGT 1378,3,2008,Spring,13679,Bate,295,19:00
ART 4540,1,2005,Summer II,15915,Brody,170,16:30
LDHE 4546,1,1979,FALL,8111,Brody,193,12:00
JUST 4394,2,1999,Summer I,5922,Howell,392,8:00
IDSN 1162,2,2002,Spring,9537,Brewster,275,11:00
JAPN 3164,2,1986,SUMMER I,1526,Brody,378,13:30
SECS 4089,1,1987,SUMMER,15346,Rivers,106,16:30
ANAT 1585,3,1967,SUMMER II,8230,Brewster,392,
PUBH 3253,2,2006,summer i,12563,Flanagan,355,11:30
GIFT 1579,3,1975,fall,14301,Rivers,139,14:30
RUSI 3306,1,1995,SUMMER,3160,Bate,381,9:30
DRED 2776,3,1978,Summer I,13774,Brody,318,13:30
HDFS 4470,3,2013,Summer II,15992,Howell,328,16:30
MIS 1528,2,1990,spring,10072,Science and Technology,385,8:30
MULT 4233,1,1990,SUMMER II,4830,Ragsdale Hall,269,17:00
BIOE 3941,3,1970,Summer,1462,Brody,222,14:30
JUST 4286,3,1970,Summer,7429,Flanagan,351,13:00
EENG 3627,3,2013,SUMMER I,11618,Brody,117,
ECON 1001,3,2003,Fall,4645,Brewster,351,18:00
HIED 4301,1,1969,SUMMER,15827,Brody,341,16:30
ART 1094,2,1978,summer ii,15645,Brody,242,9:30
FINA 4899,1,1994,Spring,7082,Brody,167,17:30
ENED 3985,1,1971,SUMMER II,2018,Brody,249,12:00
HDFS 1242,1,1997,FALL,11835,Health Sciences,273,12:00
COMM 3750,3,1989,SPRING,7967,Health Sciences,257,12:30
ELEM 3929,2,1986,Summer I,15797,,138,8:30
PLAN 1798,1,1978,SUMMER II,5736,Science and Techonology,266,16:00
HIED 1411,1,1990,SUMMER I,10508,Brody,273,11:30
READ 3243,1,1985,SUMMER,1844,Brody,322,14:30
ADED 3252,2,2013,Summer I,8478,Speight,108,8:30
LING 2454,1,1973,summer,1380,Rivers,214,18:00
BUSI 1006,2,1973,FALL,5995,Bate,215,14:30
GEOG 1562,1,1981,SUMMER I,7932,Brody,164,10:30
LIBS 3650,1,2000,summer i,8563,Flanagan,290,17:30
BIOC 3507,2,1967,Summer I,6351,Bate,124,13:00
AERO 4186,1,1995,Summer II,9664,Speight,268,19:00
RUSI 4412,1,2007,SUMMER,10780,Bate,381,15:00
HDFS 4418,1,1986,SUMMER,9464,Howell,206,13:00
LATN 4388,3,2021,fall,10090,Bate,163,8:30
CMGT 4084,2,2015,SUMMER I,7097,Brody,215,15:00
LATN 4562,2,2020,SUMMER,5959,Brody,227,15:00
TCHR 4198,1,1991,summer,9544,Brody,190,18:00
WOST 3745,2,1997,summer i,13188,Health Sciences,160,11:00
HNRS 1037,1,1972,summer,12037,Rivers,245,11:30
FORL 4228,1,2018,FALL,4745,Brody,219,19:00
DESN 4673,2,2017,Fall,7563,Brody,364,14:00
HIED 3771,1,2005,SUMMER,10772,Health Sciences,288,11:30
COAS 2419,3,1997,SUMMER I,9239,Science and Techonology,161,17:00
ASIA 2038,2,1998,SUMMER,3954,Brewster,244,19:00
CLSC 3270,3,1965,spring,12506,Health Sciences,304,11:00
DNCE 1582,1,2009,summer i,8231,Science and Technology,353,9:30
EDUC 4655,1,1968,spring,7250,Brody,356,19:00
WOST 2391,3,1987,summer,14828,Brody,361,13:00
UNIV 1099,1,1960,SUMMER I,11338,Health Sciences,345,
ENGR 2656,3,2021,FALL,3143,Howell,359,17:30
OMGT 2249,3,1963,Summer I,3498,Brewster,272,18:30
INTL 1317,2,1996,fall,13111,Slay,317,11:00
ASIA 2447,1,1980,SUMMER,10793,Science and Technology,160,18:30
BIOC 4000,3,1960,Fall,4969,Science and Techonology,250,15:30
CLAS 3436,3,2001,SUMMER,8493,Science and Technology,314,10:00
NUTR 4025,1,1961,Summer I,10143,Brody,188,16:00
MIDG 2320,3,1988,Summer II,12536,Bate,369,13:30
PLAN 2509,2,1996,fall,6995,Rivers,238,11:00
ITEC 1909,1,1973,spring,3164,Health Sciences,318,10:30
PLAN 1798,1,1983,spring,10427,Brody,307,17:00
LDHE 3698,1,1977,summer,14931,Slay,342,15:30
IRHE 1289,1,1982,SPRING,8408,Speight,246,8:30
MLSC 3726,2,1960,SUMMER II,7479,Brody,110,11:30
PUBH 1687,3,1999,SUMMER,9769,Brody,220,8:00
NCST 1462,1,2007,SPRING,5157,Rivers,375,12:00
LEED 1281,2,1990,Summer I,8219,Brody,242,18:30
GEOG 3247,1,1965,Spring,7543,Howell,250,14:00
HDFS 3416,3,1992,Summer II,5633,Slay,356,16:30
MLSC 1567,1,1977,Summer II,7515,Slay,372,9:00
RUSS 2683,3,2012,SUMMER,11276,Health Sciences,144,18:30
PHIL 4595,2,2014,FALL,2685,Brody,216,19:00
HDFS 2171,2,1981,spring,15294,Brody,157,19:30
HNRS 2511,1,2005,summer,3433,Health Sciences,129,18:00
ENTR 2031,2,1977,summer i,5061,Bate,323,13:30
ATMO 4185,2,1960,summer,7090,Science and Technology,389,15:30
GRAD 1876,2,1966,SUMMER II,9103,Health Sciences,339,19:00
IRHE 3459,1,2012,Summer I,1294,Brody,125,17:30
MUSC 1606,3,2010,summer i,10514,Brody,108,10:30
RONC 1227,1,2021,FALL,15411,Rawl,232,16:30
MATH 1927,1,1964,SPRING,8204,Brody,383,14:00
CSDI 4325,3,1962,SUMMER I,1436,Science and Technology,142,9:00
JAPN 3240,2,2020,SUMMER,7413,Brody,241,10:00
ARTH 3933,2,1999,spring,4184,Brody,283,9:30
GRK 4135,2,2013,Fall,4599,Bate,333,13:30
DASC 4115,2,1983,Summer I,3421,Health Sciences,164,13:00
CHIN 3001,2,1969,Summer I,6110,Brody,388,19:00
DNCE 1409,2,1972,FALL,14640,Science and Techonology,131,13:30
BMSC 1176,3,1975,summer,8578,Rivers,125,8:00
SECS 1248,3,2013,summer,13716,Brody,283,17:30
NUTR 4128,2,1964,fall,15472,,116,17:00
PUBH 3186,3,1988,fall,1368,Brody,170,11:00
ACCT 2429,1,1970,SUMMER I,5218,Bate,329,16:30
CMED 4041,3,1999,fall,6438,Science and Technology,325,15:30
ATEP 1851,1,1990,Summer II,1753,Brody,228,14:30
NURS 4194,2,1987,Spring,10709,Graham,349,9:00
PADP 1017,2,1988,Fall,2628,Brody,175,10:30
CMED 3505,3,2015,SUMMER I,5672,Graham,146,19:00
PUBH 3388,2,1965,FALL,4095,Brody,261,15:00
PATH 4782,2,1996,Spring,9947,Speight,292,11:00
CMED 4041,1,2016,Summer I,15132,Brody,269,8:00
SECS 2162,1,2020,fall,2853,Brody,378,18:30
PLAN 1625,2,2013,Summer I,4228,Brody,252,14:30
CSCI 3477,2,1963,SUMMER,14920,Bate,384,13:30
COAD 4466,2,2011,SUMMER II,1100,Bate,327,16:30
PSYC 3406,3,1969,SUMMER II,12109,Science and Technology,110,12:30
ISE 4779,2,1989,Summer,8165,Brody,316,14:30
AAAS 4118,2,1961,summer,13820,Brody,327,10:00
EHST 1693,2,1970,SUMMER,10668,Brody,250,
DASC 1927,2,1998,SPRING,13042,Speight,397,18:30
ATEP 3703,3,1981,Summer,11107,Brody,400,9:30
MUSC 2161,2,2013,fall,12521,Science and Technology,309,10:00
ITEC 3223,1,2002,Summer I,5256,Brewster,231,13:00
BMSC 3172,3,1961,SUMMER,10257,Slay,154,15:00
ASIA 1835,2,2008,Summer I,10552,Brewster,364,15:00
MIDG 3143,3,2018,SUMMER II,13724,Speight,307,19:00
ASLS 3458,1,1986,SUMMER,2585,Health Sciences,393,15:00
PHAR 4123,2,1997,Spring,14217,Brewster,316,18:00
GLST 1502,3,2005,FALL,11429,Speight,211,9:00
POLS 2163,1,1975,SUMMER,7205,Bate,207,8:30
AERO 2088,3,1972,SPRING,12125,Health Sciences,341,18:30
LIBS 3886,3,1961,SPRING,9942,Flanagan,235,18:00
COMM 3418,1,1962,Summer I,2079,Howell,250,
LDSP 2269,3,1993,SUMMER I,1397,Brody,282,17:30
MPH 1827,3,1998,fall,13959,Brody,323,18:30
ICS 2435,2,1970,SUMMER,12606,Science and Techonology,146,9:30
HDFS 3915,3,1964,SUMMER II,5834,Health Sciences,310,17:30
HSMA 2579,2,1973,SUMMER II,10418,Brody,212,13:30
GEOG 1249,1,1977,SPRING,11399,Health Sciences,176,8:00
GRK 2355,1,2011,fall,4803,Bate,331,11:00
LDHE 1762,1,2011,fall,6539,Brody,378,13:00
HIMA 4042,2,2012,SUMMER I,11131,Science and Technology,250,14:00
CSCI 3871,3,2020,Summer,11947,Flanagan,336,15:30
CMGT 3763,3,1961,SUMMER I,1956,Howell,129,10:30
CSDI 4108,2,1962,SUMMER II,9035,Bate,137,17:30
